Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Shell_Cat
UK,3027249.0,Cash Withdrawal,2023-04-13 04:00:00,Person_1516,Finance,India,False,Illegal,8,5,Bank_395,Bahamas,3 or more
Switzerland,4198924.0,Cryptocurrency,2023-04-13 05:00:00,Person_413,Oil & Gas,Switzerland,False,Legal,2,0,Bank_87,Switzerland,Less than 3
China,3090111.0,Cash Withdrawal,2023-04-13 06:00:00,Person_2662,Construction,UK,True,Legal,6,8,Bank_185,Singapore,3 or more
India,4192734.0,Stocks Transfer,2023-04-13 07:00:00,Person_9570,Finance,Switzerland,False,Illegal,3,4,Bank_84,Singapore,3 or more
Switzerland,2191484.0,Property Purchase,2023-04-13 08:00:00,Person_6186,Oil & Gas,Russia,False,Illegal,3,4,Bank_144,Singapore,3 or more
China,2566061.0,Offshore Transfer,2023-04-13 09:00:00,Person_9275,Luxury Goods,USA,False,Illegal,10,1,Bank_399,Singapore,Less than 3
Switzerland,4086625.0,Stocks Transfer,2023-04-13 10:00:00,Person_7195,Oil & Gas,Singapore,False,Illegal,3,5,Bank_294,Singapore,3 or more
India,1920186.0,Cryptocurrency,2023-04-13 11:00:00,Person_1238,Luxury Goods,Russia,False,Illegal,8,7,Bank_449,Luxembourg,3 or more
China,819927.0,Offshore Transfer,2023-04-13 12:00:00,Person_4318,Real Estate,Singapore,False,Illegal,6,3,Bank_193,Bahamas,3 or more
China,4733035.0,Offshore Transfer,2023-04-13 13:00:00,Person_5345,Finance,India,True,Illegal,10,9,Bank_487,Singapore,3 or more
China,3678373.0,Property Purchase,2023-04-13 14:00:00,Person_2213,Arms Trade,India,False,Legal,1,9,Bank_311,Panama,3 or more
UAE,3779870.0,Property Purchase,2023-04-13 15:00:00,Person_2216,Oil & Gas,UAE,True,Legal,5,6,Bank_148,Switzerland,3 or more
USA,2931725.0,Property Purchase,2023-04-13 16:00:00,Person_4896,Finance,UAE,True,Illegal,5,6,Bank_319,Luxembourg,3 or more
Singapore,4032229.0,Cash Withdrawal,2023-04-13 17:00:00,Person_2604,Construction,UAE,False,Illegal,5,9,Bank_197,Cayman Islands,3 or more
India,4910491.0,Offshore Transfer,2023-04-13 18:00:00,Person_5017,Finance,USA,True,Illegal,4,1,Bank_60,Cayman Islands,Less than 3
Singapore,2076455.0,Property Purchase,2023-04-13 19:00:00,Person_2076,Arms Trade,UAE,False,Illegal,9,7,Bank_86,Luxembourg,3 or more
Singapore,4834008.0,Cash Withdrawal,2023-04-13 20:00:00,Person_7111,Construction,China,False,Illegal,8,2,Bank_421,Switzerland,Less than 3
India,2832782.0,Cryptocurrency,2023-04-13 21:00:00,Person_4801,Arms Trade,China,False,Illegal,5,7,Bank_174,Bahamas,3 or more
Russia,1450033.0,Stocks Transfer,2023-04-13 22:00:00,Person_9271,Arms Trade,India,False,Illegal,5,3,Bank_409,Switzerland,3 or more
UAE,4935270.0,Offshore Transfer,2023-04-13 23:00:00,Person_2953,Finance,Switzerland,False,Illegal,6,1,Bank_95,Luxembourg,Less than 3
China,848630.0,Cash Withdrawal,2023-04-14 00:00:00,Person_3129,Oil & Gas,UAE,True,Illegal,7,1,Bank_243,Bahamas,Less than 3
UAE,989757.0,Cryptocurrency,2023-04-14 01:00:00,Person_2119,Arms Trade,Brazil,False,Legal,3,7,Bank_407,Luxembourg,3 or more
Brazil,4851585.0,Stocks Transfer,2023-04-14 02:00:00,Person_7321,Arms Trade,Brazil,False,Illegal,7,6,Bank_440,Cayman Islands,3 or more
Singapore,1601586.0,Offshore Transfer,2023-04-14 03:00:00,Person_5625,Oil & Gas,India,True,Legal,5,9,Bank_241,Singapore,3 or more
USA,2884137.0,Cash Withdrawal,2023-04-14 04:00:00,Person_7228,Casinos,Brazil,False,Illegal,3,8,Bank_223,Bahamas,3 or more
USA,3423890.0,Offshore Transfer,2023-04-14 05:00:00,Person_5644,Finance,Brazil,False,Illegal,1,2,Bank_452,Panama,Less than 3
Singapore,1989848.0,Cryptocurrency,2023-04-14 06:00:00,Person_2628,Oil & Gas,Switzerland,True,Legal,5,4,Bank_356,Luxembourg,3 or more
South Africa,782300.0,Property Purchase,2023-04-14 07:00:00,Person_6917,Casinos,UAE,False,Illegal,4,6,Bank_55,Switzerland,3 or more
China,3606664.0,Property Purchase,2023-04-14 08:00:00,Person_9379,Casinos,Brazil,False,Illegal,4,3,Bank_341,Panama,3 or more
Brazil,1928046.0,Cryptocurrency,2023-04-14 09:00:00,Person_5771,Construction,USA,False,Illegal,1,1,Bank_372,Luxembourg,Less than 3
China,1464944.0,Cash Withdrawal,2023-04-14 10:00:00,Person_3962,Casinos,China,False,Legal,1,1,Bank_370,Singapore,Less than 3
Russia,3261090.0,Offshore Transfer,2023-04-14 11:00:00,Person_1679,Arms Trade,USA,False,Legal,1,2,Bank_231,Panama,Less than 3
South Africa,4401230.0,Cryptocurrency,2023-04-14 12:00:00,Person_2964,Finance,India,False,Legal,4,8,Bank_207,Cayman Islands,3 or more
China,538272.0,Cash Withdrawal,2023-04-14 13:00:00,Person_2966,Construction,Russia,False,Illegal,2,3,Bank_47,Bahamas,3 or more
USA,2590180.0,Cash Withdrawal,2023-04-14 14:00:00,Person_3673,Luxury Goods,Russia,False,Illegal,2,0,Bank_483,Switzerland,Less than 3
Switzerland,660924.0,Cryptocurrency,2023-04-14 15:00:00,Person_9675,Luxury Goods,Singapore,False,Illegal,10,9,Bank_171,Bahamas,3 or more
Russia,502404.0,Cash Withdrawal,2023-04-14 16:00:00,Person_9382,Arms Trade,Russia,False,Illegal,9,6,Bank_79,Singapore,3 or more
Singapore,3824037.0,Offshore Transfer,2023-04-14 17:00:00,Person_2603,Finance,Singapore,False,Illegal,10,5,Bank_368,Switzerland,3 or more
UAE,2895608.0,Property Purchase,2023-04-14 18:00:00,Person_8571,Casinos,Switzerland,True,Legal,8,5,Bank_313,Singapore,3 or more
Singapore,706919.0,Property Purchase,2023-04-14 19:00:00,Person_426,Casinos,USA,False,Legal,3,7,Bank_479,Panama,3 or more
South Africa,2936326.0,Cryptocurrency,2023-04-14 20:00:00,Person_2219,Luxury Goods,India,False,Illegal,10,0,Bank_341,Singapore,Less than 3
Singapore,4488345.0,Stocks Transfer,2023-04-14 21:00:00,Person_1080,Finance,Singapore,False,Legal,4,4,Bank_139,Cayman Islands,3 or more
Russia,3620990.0,Stocks Transfer,2023-04-14 22:00:00,Person_8628,Casinos,Brazil,False,Illegal,4,6,Bank_273,Panama,3 or more
UAE,4918448.0,Offshore Transfer,2023-04-14 23:00:00,Person_3794,Casinos,South Africa,False,Illegal,4,0,Bank_428,Cayman Islands,Less than 3
Russia,2387216.0,Cash Withdrawal,2023-04-15 00:00:00,Person_4696,Finance,USA,False,Illegal,9,6,Bank_89,Singapore,3 or more
Russia,2703733.0,Property Purchase,2023-04-15 01:00:00,Person_6027,Casinos,India,False,Illegal,9,8,Bank_143,Cayman Islands,3 or more
Switzerland,3708713.0,Cryptocurrency,2023-04-15 02:00:00,Person_1370,Arms Trade,UK,False,Illegal,9,6,Bank_326,Cayman Islands,3 or more
Brazil,3240097.0,Property Purchase,2023-04-15 03:00:00,Person_1962,Luxury Goods,Singapore,False,Illegal,3,9,Bank_429,Cayman Islands,3 or more
Brazil,3735013.0,Cryptocurrency,2023-04-15 04:00:00,Person_7177,Casinos,Brazil,False,Legal,4,6,Bank_369,Singapore,3 or more
Singapore,1766090.0,Offshore Transfer,2023-04-15 05:00:00,Person_6519,Construction,South Africa,False,Illegal,4,0,Bank_130,Bahamas,Less than 3
India,123447.0,Stocks Transfer,2023-04-15 06:00:00,Person_4885,Real Estate,USA,False,Legal,10,6,Bank_9,Luxembourg,3 or more
USA,1627474.0,Cash Withdrawal,2023-04-15 07:00:00,Person_2129,Finance,UK,False,Illegal,3,1,Bank_179,Panama,Less than 3
China,2962727.0,Stocks Transfer,2023-04-15 08:00:00,Person_3555,Casinos,UAE,False,Legal,2,8,Bank_225,Switzerland,3 or more
Russia,284481.0,Offshore Transfer,2023-04-15 09:00:00,Person_6870,Oil & Gas,UK,True,Legal,5,0,Bank_347,Cayman Islands,Less than 3
Russia,3001291.0,Stocks Transfer,2023-04-15 10:00:00,Person_7988,Oil & Gas,India,False,Illegal,3,1,Bank_128,Luxembourg,Less than 3
India,1455742.0,Cryptocurrency,2023-04-15 11:00:00,Person_2361,Construction,USA,False,Legal,3,6,Bank_165,Luxembourg,3 or more
UK,4140072.0,Stocks Transfer,2023-04-15 12:00:00,Person_793,Luxury Goods,China,False,Illegal,6,0,Bank_305,Singapore,Less than 3
USA,2466376.0,Property Purchase,2023-04-15 13:00:00,Person_9950,Luxury Goods,UAE,False,Illegal,2,9,Bank_477,Luxembourg,3 or more
China,1400790.0,Cash Withdrawal,2023-04-15 14:00:00,Person_6148,Arms Trade,USA,False,Illegal,2,2,Bank_171,Switzerland,Less than 3
UK,897250.0,Cash Withdrawal,2023-04-15 15:00:00,Person_8225,Oil & Gas,India,True,Illegal,3,6,Bank_477,Bahamas,3 or more
USA,3906024.0,Cryptocurrency,2023-04-15 16:00:00,Person_4654,Oil & Gas,USA,False,Illegal,9,5,Bank_117,Panama,3 or more
USA,1734140.0,Cryptocurrency,2023-04-15 17:00:00,Person_733,Construction,Switzerland,False,Legal,4,6,Bank_200,Luxembourg,3 or more
China,1735345.0,Property Purchase,2023-04-15 18:00:00,Person_2686,Finance,Russia,False,Illegal,4,1,Bank_485,Singapore,Less than 3
UK,391500.0,Cryptocurrency,2023-04-15 19:00:00,Person_8258,Finance,Singapore,False,Illegal,8,0,Bank_36,Luxembourg,Less than 3
Brazil,4967710.0,Property Purchase,2023-04-15 20:00:00,Person_180,Arms Trade,Switzerland,False,Illegal,7,7,Bank_391,Luxembourg,3 or more
UK,480970.0,Cash Withdrawal,2023-04-15 21:00:00,Person_7628,Oil & Gas,India,False,Illegal,2,0,Bank_262,Luxembourg,Less than 3
South Africa,1719986.0,Cryptocurrency,2023-04-15 22:00:00,Person_875,Construction,UAE,False,Illegal,3,5,Bank_486,Cayman Islands,3 or more
UAE,221976.0,Cryptocurrency,2023-04-15 23:00:00,Person_7105,Real Estate,South Africa,False,Legal,7,5,Bank_428,Cayman Islands,3 or more
Brazil,4079935.0,Cryptocurrency,2023-04-16 00:00:00,Person_6719,Luxury Goods,Switzerland,False,Illegal,1,7,Bank_216,Bahamas,3 or more
Russia,2306819.0,Stocks Transfer,2023-04-16 01:00:00,Person_5233,Oil & Gas,USA,False,Illegal,2,9,Bank_350,Cayman Islands,3 or more
Russia,1329174.0,Cash Withdrawal,2023-04-16 02:00:00,Person_4210,Oil & Gas,South Africa,False,Illegal,7,0,Bank_38,Singapore,Less than 3
USA,2392338.0,Stocks Transfer,2023-04-16 03:00:00,Person_3764,Casinos,Russia,False,Illegal,9,9,Bank_425,Luxembourg,3 or more
Switzerland,3108933.0,Cash Withdrawal,2023-04-16 04:00:00,Person_3333,Luxury Goods,Brazil,False,Illegal,8,7,Bank_83,Cayman Islands,3 or more
China,1527567.0,Stocks Transfer,2023-04-16 05:00:00,Person_2180,Luxury Goods,Switzerland,False,Legal,8,1,Bank_57,Singapore,Less than 3
Russia,1130306.0,Stocks Transfer,2023-04-16 06:00:00,Person_8232,Finance,China,False,Legal,9,4,Bank_375,Bahamas,3 or more
USA,4924883.0,Offshore Transfer,2023-04-16 07:00:00,Person_9120,Construction,South Africa,False,Legal,1,3,Bank_1,Luxembourg,3 or more
China,1261920.0,Cryptocurrency,2023-04-16 08:00:00,Person_45,Finance,Switzerland,False,Illegal,8,1,Bank_447,Singapore,Less than 3
USA,1271090.0,Property Purchase,2023-04-16 09:00:00,Person_4930,Casinos,USA,True,Legal,9,1,Bank_67,Bahamas,Less than 3
USA,2702060.0,Cash Withdrawal,2023-04-16 10:00:00,Person_1598,Finance,Switzerland,True,Legal,10,1,Bank_470,Luxembourg,Less than 3
Switzerland,4831206.0,Offshore Transfer,2023-04-16 11:00:00,Person_1761,Casinos,Brazil,False,Illegal,3,7,Bank_397,Panama,3 or more
UK,2634746.0,Property Purchase,2023-04-16 12:00:00,Person_9925,Construction,India,False,Illegal,10,9,Bank_332,Switzerland,3 or more
China,773497.0,Stocks Transfer,2023-04-16 13:00:00,Person_2202,Construction,India,False,Illegal,2,1,Bank_106,Luxembourg,Less than 3
Singapore,1998338.0,Stocks Transfer,2023-04-16 14:00:00,Person_1109,Arms Trade,South Africa,False,Illegal,2,8,Bank_77,Switzerland,3 or more
UK,2007030.0,Cryptocurrency,2023-04-16 15:00:00,Person_2161,Luxury Goods,South Africa,False,Illegal,10,1,Bank_247,Cayman Islands,Less than 3
UK,4880073.0,Cash Withdrawal,2023-04-16 16:00:00,Person_5115,Real Estate,UK,False,Illegal,5,2,Bank_284,Luxembourg,Less than 3
UAE,79109.0,Stocks Transfer,2023-04-16 17:00:00,Person_5359,Oil & Gas,China,True,Illegal,1,8,Bank_280,Panama,3 or more
South Africa,4563056.0,Stocks Transfer,2023-04-16 18:00:00,Person_4819,Oil & Gas,UK,False,Illegal,5,5,Bank_243,Luxembourg,3 or more
South Africa,201029.0,Property Purchase,2023-04-16 19:00:00,Person_1924,Finance,Switzerland,True,Illegal,6,3,Bank_324,Singapore,3 or more
Brazil,3048937.0,Cryptocurrency,2023-04-16 20:00:00,Person_1351,Finance,USA,False,Legal,9,0,Bank_480,Panama,Less than 3
USA,4715224.0,Cash Withdrawal,2023-04-16 21:00:00,Person_2615,Oil & Gas,USA,False,Legal,3,9,Bank_338,Luxembourg,3 or more
USA,2037027.0,Cash Withdrawal,2023-04-16 22:00:00,Person_6194,Finance,Brazil,False,Illegal,6,8,Bank_432,Singapore,3 or more
UK,168958.0,Property Purchase,2023-04-16 23:00:00,Person_5099,Finance,Brazil,False,Illegal,9,6,Bank_217,Switzerland,3 or more
South Africa,402041.0,Stocks Transfer,2023-04-17 00:00:00,Person_9860,Casinos,China,False,Illegal,8,5,Bank_267,Bahamas,3 or more
Switzerland,218160.0,Offshore Transfer,2023-04-17 01:00:00,Person_1619,Construction,UAE,False,Legal,10,3,Bank_215,Bahamas,3 or more
India,4402060.0,Cash Withdrawal,2023-04-17 02:00:00,Person_7540,Construction,USA,False,Illegal,2,9,Bank_241,Singapore,3 or more
USA,3824359.0,Cryptocurrency,2023-04-17 03:00:00,Person_6887,Arms Trade,China,False,Illegal,7,1,Bank_384,Luxembourg,Less than 3
South Africa,209024.0,Stocks Transfer,2023-04-17 04:00:00,Person_5472,Arms Trade,UAE,False,Illegal,6,6,Bank_310,Switzerland,3 or more
Singapore,1334056.0,Cryptocurrency,2023-04-17 05:00:00,Person_7426,Oil & Gas,Singapore,False,Illegal,10,8,Bank_222,Luxembourg,3 or more
South Africa,2300949.0,Offshore Transfer,2023-04-17 06:00:00,Person_683,Real Estate,UK,False,Illegal,3,9,Bank_210,Singapore,3 or more
India,770102.0,Cash Withdrawal,2023-04-17 07:00:00,Person_6196,Construction,UAE,False,Legal,3,6,Bank_497,Switzerland,3 or more
UAE,2734152.0,Offshore Transfer,2023-04-17 08:00:00,Person_8884,Finance,UK,False,Illegal,10,8,Bank_364,Switzerland,3 or more
Russia,4400102.0,Property Purchase,2023-04-17 09:00:00,Person_9832,Real Estate,Singapore,False,Illegal,6,1,Bank_330,Cayman Islands,Less than 3
Switzerland,733777.0,Offshore Transfer,2023-04-17 10:00:00,Person_4778,Arms Trade,China,False,Legal,1,3,Bank_438,Bahamas,3 or more
China,4019545.0,Stocks Transfer,2023-04-17 11:00:00,Person_9437,Finance,UK,True,Illegal,7,6,Bank_190,Singapore,3 or more
Singapore,1527713.0,Stocks Transfer,2023-04-17 12:00:00,Person_8408,Real Estate,Russia,False,Illegal,5,7,Bank_478,Cayman Islands,3 or more
Brazil,3031091.0,Property Purchase,2023-04-17 13:00:00,Person_1661,Real Estate,India,False,Illegal,10,3,Bank_89,Panama,3 or more
UK,753760.0,Offshore Transfer,2023-04-17 14:00:00,Person_204,Real Estate,Brazil,False,Illegal,2,4,Bank_210,Singapore,3 or more
UK,4745511.0,Stocks Transfer,2023-04-17 15:00:00,Person_1284,Finance,USA,False,Illegal,8,0,Bank_184,Cayman Islands,Less than 3
UAE,1588305.0,Stocks Transfer,2023-04-17 16:00:00,Person_3110,Real Estate,UK,False,Legal,6,3,Bank_107,Bahamas,3 or more
Singapore,2808995.0,Cryptocurrency,2023-04-17 17:00:00,Person_5751,Real Estate,UAE,True,Illegal,5,5,Bank_96,Luxembourg,3 or more
Switzerland,4977381.0,Cash Withdrawal,2023-04-17 18:00:00,Person_2599,Arms Trade,UAE,True,Legal,5,2,Bank_403,Luxembourg,Less than 3
South Africa,4989807.0,Stocks Transfer,2023-04-17 19:00:00,Person_4866,Oil & Gas,Brazil,False,Legal,5,5,Bank_488,Singapore,3 or more
Singapore,4671168.0,Offshore Transfer,2023-04-17 20:00:00,Person_3802,Finance,India,False,Legal,10,7,Bank_476,Cayman Islands,3 or more
Switzerland,1419772.0,Stocks Transfer,2023-04-17 21:00:00,Person_923,Arms Trade,Switzerland,True,Illegal,7,0,Bank_138,Panama,Less than 3
Russia,2406381.0,Cryptocurrency,2023-04-17 22:00:00,Person_7689,Oil & Gas,India,False,Illegal,8,6,Bank_201,Singapore,3 or more
Singapore,3327934.0,Stocks Transfer,2023-04-17 23:00:00,Person_1551,Finance,South Africa,False,Illegal,7,5,Bank_164,Cayman Islands,3 or more
UK,787855.0,Offshore Transfer,2023-04-18 00:00:00,Person_4040,Luxury Goods,Brazil,False,Illegal,3,9,Bank_160,Luxembourg,3 or more
UAE,726444.0,Offshore Transfer,2023-04-18 01:00:00,Person_7097,Luxury Goods,Singapore,False,Illegal,1,4,Bank_209,Switzerland,3 or more
India,24028.0,Property Purchase,2023-04-18 02:00:00,Person_563,Casinos,UK,True,Illegal,9,8,Bank_105,Luxembourg,3 or more
India,1647501.0,Cash Withdrawal,2023-04-18 03:00:00,Person_1572,Finance,UAE,False,Legal,4,1,Bank_203,Switzerland,Less than 3
Russia,3617626.0,Stocks Transfer,2023-04-18 04:00:00,Person_9427,Luxury Goods,USA,False,Illegal,6,9,Bank_60,Luxembourg,3 or more
UK,3196465.0,Property Purchase,2023-04-18 05:00:00,Person_9726,Oil & Gas,China,False,Legal,7,2,Bank_371,Singapore,Less than 3
Singapore,4450917.0,Cryptocurrency,2023-04-18 06:00:00,Person_5514,Construction,South Africa,False,Legal,6,8,Bank_103,Panama,3 or more
Brazil,1472924.0,Stocks Transfer,2023-04-18 07:00:00,Person_4913,Luxury Goods,India,True,Legal,5,3,Bank_19,Singapore,3 or more
Switzerland,4312481.0,Offshore Transfer,2023-04-18 08:00:00,Person_6845,Casinos,Brazil,False,Illegal,1,1,Bank_436,Singapore,Less than 3
Singapore,503530.0,Cash Withdrawal,2023-04-18 09:00:00,Person_2681,Luxury Goods,UAE,True,Illegal,7,0,Bank_386,Switzerland,Less than 3
UAE,2073093.0,Cash Withdrawal,2023-04-18 10:00:00,Person_489,Construction,Singapore,False,Illegal,1,3,Bank_494,Cayman Islands,3 or more
Brazil,3484764.0,Offshore Transfer,2023-04-18 11:00:00,Person_9827,Oil & Gas,Brazil,True,Illegal,10,2,Bank_150,Switzerland,Less than 3
South Africa,2981298.0,Cash Withdrawal,2023-04-18 12:00:00,Person_2565,Construction,Russia,True,Illegal,5,0,Bank_12,Luxembourg,Less than 3
China,3100120.0,Stocks Transfer,2023-04-18 13:00:00,Person_9386,Arms Trade,Brazil,False,Illegal,5,9,Bank_41,Singapore,3 or more
Brazil,3785287.0,Cryptocurrency,2023-04-18 14:00:00,Person_3450,Finance,Russia,False,Legal,8,7,Bank_14,Singapore,3 or more
Brazil,4244614.0,Cash Withdrawal,2023-04-18 15:00:00,Person_9865,Construction,UK,True,Legal,6,2,Bank_100,Switzerland,Less than 3
India,268109.0,Offshore Transfer,2023-04-18 16:00:00,Person_6995,Arms Trade,Switzerland,False,Illegal,2,0,Bank_80,Panama,Less than 3
Brazil,3817006.0,Cryptocurrency,2023-04-18 17:00:00,Person_2333,Luxury Goods,Brazil,False,Legal,10,3,Bank_339,Cayman Islands,3 or more
Switzerland,3294193.0,Offshore Transfer,2023-04-18 18:00:00,Person_1796,Real Estate,UK,False,Illegal,1,5,Bank_346,Panama,3 or more
Brazil,68606.0,Cryptocurrency,2023-04-18 19:00:00,Person_5977,Luxury Goods,Switzerland,False,Legal,5,5,Bank_336,Panama,3 or more
Singapore,4325661.0,Property Purchase,2023-04-18 20:00:00,Person_3531,Arms Trade,UK,True,Legal,8,3,Bank_174,Switzerland,3 or more
UAE,2913114.0,Offshore Transfer,2023-04-18 21:00:00,Person_6718,Construction,UK,False,Illegal,8,2,Bank_97,Luxembourg,Less than 3
Singapore,718316.0,Offshore Transfer,2023-04-18 22:00:00,Person_7383,Oil & Gas,India,False,Illegal,4,5,Bank_295,Cayman Islands,3 or more
South Africa,2462353.0,Offshore Transfer,2023-04-18 23:00:00,Person_6465,Arms Trade,Singapore,False,Illegal,1,8,Bank_37,Singapore,3 or more
Singapore,1628892.0,Stocks Transfer,2023-04-19 00:00:00,Person_7608,Finance,Singapore,True,Illegal,10,7,Bank_63,Bahamas,3 or more
India,4044192.0,Stocks Transfer,2023-04-19 01:00:00,Person_5411,Casinos,China,False,Illegal,5,9,Bank_171,Singapore,3 or more
UAE,915319.0,Property Purchase,2023-04-19 02:00:00,Person_990,Oil & Gas,Russia,False,Illegal,1,5,Bank_194,Switzerland,3 or more
Switzerland,3323135.0,Stocks Transfer,2023-04-19 03:00:00,Person_9300,Arms Trade,UK,False,Legal,6,6,Bank_205,Singapore,3 or more
Singapore,4480016.0,Cryptocurrency,2023-04-19 04:00:00,Person_8666,Oil & Gas,Brazil,False,Illegal,6,6,Bank_321,Cayman Islands,3 or more
Singapore,4414047.0,Property Purchase,2023-04-19 05:00:00,Person_6279,Real Estate,South Africa,False,Illegal,1,9,Bank_499,Switzerland,3 or more
Russia,4934573.0,Offshore Transfer,2023-04-19 06:00:00,Person_9576,Real Estate,UAE,False,Legal,2,9,Bank_83,Luxembourg,3 or more
Switzerland,532461.0,Stocks Transfer,2023-04-19 07:00:00,Person_6550,Luxury Goods,South Africa,True,Legal,6,3,Bank_323,Panama,3 or more
Switzerland,3451416.0,Cash Withdrawal,2023-04-19 08:00:00,Person_2113,Finance,UAE,False,Legal,9,8,Bank_459,Singapore,3 or more
Russia,4335827.0,Offshore Transfer,2023-04-19 09:00:00,Person_4756,Casinos,India,False,Legal,6,4,Bank_19,Cayman Islands,3 or more
South Africa,3333419.0,Cash Withdrawal,2023-04-19 10:00:00,Person_6851,Casinos,Brazil,True,Illegal,1,3,Bank_220,Bahamas,3 or more
India,1118021.0,Cryptocurrency,2023-04-19 11:00:00,Person_1189,Arms Trade,India,True,Illegal,1,3,Bank_488,Cayman Islands,3 or more
Switzerland,1135688.0,Cryptocurrency,2023-04-19 12:00:00,Person_7500,Finance,South Africa,False,Legal,5,7,Bank_339,Bahamas,3 or more
Singapore,2948299.0,Cash Withdrawal,2023-04-19 13:00:00,Person_3159,Construction,South Africa,False,Illegal,10,7,Bank_346,Cayman Islands,3 or more
Switzerland,2321638.0,Cryptocurrency,2023-04-19 14:00:00,Person_4215,Finance,USA,False,Legal,9,8,Bank_232,Bahamas,3 or more
Brazil,4810435.0,Property Purchase,2023-04-19 15:00:00,Person_7079,Luxury Goods,Russia,False,Illegal,3,0,Bank_486,Luxembourg,Less than 3
USA,2326980.0,Property Purchase,2023-04-19 16:00:00,Person_7319,Arms Trade,Switzerland,False,Illegal,7,4,Bank_452,Luxembourg,3 or more
USA,276827.0,Offshore Transfer,2023-04-19 17:00:00,Person_1245,Construction,South Africa,False,Legal,3,2,Bank_19,Bahamas,Less than 3
Brazil,473997.0,Property Purchase,2023-04-19 18:00:00,Person_2101,Casinos,South Africa,False,Illegal,3,1,Bank_163,Cayman Islands,Less than 3
China,4184625.0,Stocks Transfer,2023-04-19 19:00:00,Person_7591,Luxury Goods,Switzerland,False,Legal,5,0,Bank_451,Cayman Islands,Less than 3
UK,3996500.0,Cash Withdrawal,2023-04-19 20:00:00,Person_3810,Luxury Goods,Singapore,False,Illegal,8,1,Bank_217,Bahamas,Less than 3
